,short_name,long_name,predicting_year,PER,continuity,product,num_wins,predicted_wins,error,absError
354,MIA,Miami Heat,2004,160.9,0.564933943,90.89787144,42,39,3,3
355,PHO,Phoenix Suns,2004,160.6,0.522611789,83.93145325,29,38,-9,9
356,ATL,Atlanta Hawks,2004,158.8,0.234166667,37.18566667,28,32,-4,4
357,PHI,Philadelphia 76ers,2004,157.7,0.646859756,102.0097835,33,41,-8,8
358,DEN,Denver Nuggets,2004,151.0,0.394161585,59.51839939,43,35,8,8
359,CLE,Cleveland Cavaliers,2004,149.0,0.346026423,51.55793699,35,34,1,1
360,NJN,New Jersey Nets,2004,148.9,0.929507114,138.4036092,47,46,1,1
361,MIL,Milwaukee Bucks,2004,143.9,0.264918699,38.12180081,41,32,9,9
362,BOS,Boston Celtics,2004,129.9,0.25652439,33.32251829,36,31,5,5
363,SEA,Seattle SuperSonics,2004,109.1,0.558445122,60.9263628,37,35,2,2
364,SEA,Seattle SuperSonics,2005,217.2,0.79898374,173.5392683,52,51,1,1
365,LAL,Los Angeles Lakers,2005,208.8,0.355965447,74.32558537,34,37,-3,3
366,GSW,Golden State Warriors,2005,201.5,0.470772358,94.86063008,34,40,-6,6
367,DAL,Dallas Mavericks,2005,199.9,0.462357724,92.42530894,58,39,19,19
368,MIN,Minnesota Timberwolves,2005,199.0,0.890442073,177.1979726,44,51,-7,7
369,IND,Indiana Pacers,2005,197.0,0.824202236,162.3678404,44,49,-5,5
370,SAC,Sacramento Kings,2005,189.3,0.560208333,106.0474375,50,41,9,9
371,PHI,Philadelphia 76ers,2005,180.6,0.518379065,93.61925915,43,40,3,3
372,SAS,San Antonio Spurs,2005,178.9,0.724639228,129.6379578,59,45,14,14
373,WAS,Washington Wizards,2005,172.5,0.842906504,145.401372,45,47,-2,2
374,HOU,Houston Rockets,2005,171.7,0.164369919,28.22231504,51,30,21,21
375,MIA,Miami Heat,2005,170.5,0.385843496,65.78631606,59,36,23,23
376,UTA,Utah Jazz,2005,169.6,0.499171748,84.65952846,26,38,-12,12
377,NJN,New Jersey Nets,2005,169.5,0.467860772,79.30240091,42,38,4,4
378,MIL,Milwaukee Bucks,2005,165.8,0.602962398,99.97116565,30,40,-10,10
379,DEN,Denver Nuggets,2005,165.6,0.78585874,130.1382073,49,45,4,4
380,LAC,Los Angeles Clippers,2005,164.6,0.590309959,97.16501931,37,40,-3,3
381,MEM,Memphis Grizzlies,2005,164.6,0.828465447,136.3654126,45,46,-1,1
382,NOH,New Orleans Hornets,2005,154.7,0.414751016,64.16198222,18,35,-17,17
383,POR,Portland Trail Blazers,2005,152.7,0.491128049,74.99525305,27,37,-10,10
384,BOS,Boston Celtics,2005,147.5,0.368231707,54.31417683,45,34,11,11
385,ORL,Orlando Magic,2005,146.4,0.062809959,9.195378049,36,28,8,8
386,DET,Detroit Pistons,2005,142.4,0.63960874,91.08028455,54,39,15,15
387,CHI,Chicago Bulls,2005,129.8,0.286565041,37.19614228,47,32,15,15
388,ATL,Atlanta Hawks,2005,110.6,0.125447154,13.87445528,13,28,-15,15
389,CLE,Cleveland Cavaliers,2005,110.4,0.42379065,46.7864878,42,33,9,9
390,PHO,Phoenix Suns,2005,107.7,0.593003049,63.86642835,62,35,27,27
391,NYK,New York Knicks,2005,101.7,0.246321138,25.05085976,33,30,3,3
392,TOR,Toronto Raptors,2005,98.00000000000001,0.324618902,31.81265244,33,31,2,2
393,NYK,New York Knicks,2006,231.4,0.349009146,80.76071646,23,38,-15,15
394,IND,Indiana Pacers,2006,226.0,0.75273374,170.1178252,41,50,-9,9
395,SAS,San Antonio Spurs,2006,202.6,0.816671748,165.4576961,63,50,13,13
396,POR,Portland Trail Blazers,2006,202.1,0.489745935,98.97765346,21,40,-19,19
397,MEM,Memphis Grizzlies,2006,198.8,0.582317073,115.7646341,49,43,6,6
398,LAL,Los Angeles Lakers,2006,197.3,0.501148374,98.87657419,45,40,5,5
399,WAS,Washington Wizards,2006,194.6,0.68859248,134.0000965,42,45,-3,3
400,MIN,Minnesota Timberwolves,2006,193.8,0.495609756,96.04917073,33,40,-7,7
401,UTA,Utah Jazz,2006,193.3,0.654441057,126.5034563,41,44,-3,3
402,NJN,New Jersey Nets,2006,186.7,0.519796748,97.04605285,49,40,9,9
403,LAC,Los Angeles Clippers,2006,186.6,0.53183435,99.24028963,47,40,7,7
404,SEA,Seattle SuperSonics,2006,180.8,0.581072154,105.0578455,35,41,-6,6
405,DEN,Denver Nuggets,2006,176.7,0.912210366,161.1875716,44,49,-5,5
406,CLE,Cleveland Cavaliers,2006,176.3,0.710574187,125.2742292,50,44,6,6
407,CHI,Chicago Bulls,2006,172.5,0.777484756,134.1161204,41,45,-4,4
408,ORL,Orlando Magic,2006,172.5,0.67796748,116.9493902,36,43,-7,7
409,MIA,Miami Heat,2006,170.3,0.47441565,80.79298526,52,38,14,14
410,TOR,Toronto Raptors,2006,169.0,0.44585874,75.35012703,27,37,-10,10
411,PHO,Phoenix Suns,2006,168.8,0.49254065,83.14086179,54,38,16,16
412,ATL,Atlanta Hawks,2006,165.4,0.417306911,69.02256301,26,36,-10,10
413,BOS,Boston Celtics,2006,162.5,0.433272358,70.40675813,33,36,-3,3
414,MIL,Milwaukee Bucks,2006,154.1,0.520807927,80.25650152,40,38,2,2
415,DET,Detroit Pistons,2006,153.9,0.893816057,137.5582912,64,46,18,18
416,DAL,Dallas Mavericks,2006,150.1,0.698363821,104.8244096,60,41,19,19
417,HOU,Houston Rockets,2006,142.6,0.461189024,65.76555488,34,36,-2,2
418,PHI,Philadelphia 76ers,2006,135.3,0.636636179,86.136875,38,39,-1,1
419,SAC,Sacramento Kings,2006,134.5,0.286143293,38.48627287,44,32,12,12
420,GSW,Golden State Warriors,2006,128.0,0.72449187,92.73495935,34,39,-5,5
421,DAL,Dallas Mavericks,2007,212.5,0.725721545,154.2158283,67,48,19,19
422,SAS,San Antonio Spurs,2007,206.4,0.793998984,163.8813902,58,50,8,8
423,PHO,Phoenix Suns,2007,190.6,0.867047764,165.2593039,61,50,11,11
424,MIA,Miami Heat,2007,189.8,0.935889228,177.6317754,44,51,-7,7
425,GSW,Golden State Warriors,2007,187.7,0.495060976,92.92294512,42,39,3,3
426,UTA,Utah Jazz,2007,186.8,0.696539634,130.1136037,51,45,6,6
427,MEM,Memphis Grizzlies,2007,186.7,0.433577236,80.94886992,22,38,-16,16
428,LAL,Los Angeles Lakers,2007,183.9,0.822911585,151.3334405,42,48,-6,6
429,IND,Indiana Pacers,2007,183.4,0.370813008,68.00710569,35,36,-1,1
430,WAS,Washington Wizards,2007,179.6,0.867784553,155.8541057,41,48,-7,7
431,CHI,Chicago Bulls,2007,178.0,0.729507114,129.8522663,49,45,4,4
432,DET,Detroit Pistons,2007,177.9,0.742647358,132.1169649,53,45,8,8
433,MIL,Milwaukee Bucks,2007,177.1,0.46609248,82.54497815,28,38,-10,10
434,CLE,Cleveland Cavaliers,2007,173.7,0.891112805,154.7862942,50,48,2,2
435,ATL,Atlanta Hawks,2007,171.6,0.838114837,143.8205061,30,47,-17,17
436,PHI,Philadelphia 76ers,2007,171.1,0.537372967,91.94451474,35,39,-4,4
437,NOK,New Orleans/Oklahoma City Hornets,2007,169.4,0.486305894,82.3802185,39,38,1,1
438,LAC,Los Angeles Clippers,2007,168.9,0.869984756,146.9404253,40,47,-7,7
439,ORL,Orlando Magic,2007,165.3,0.656514228,108.5218018,40,42,-2,2
440,NYK,New York Knicks,2007,164.9,0.70226626,115.8037063,33,43,-10,10
441,SAC,Sacramento Kings,2007,159.4,0.714989837,113.9693801,33,42,-9,9
442,HOU,Houston Rockets,2007,158.9,0.63867378,101.4852637,52,41,11,11
443,POR,Portland Trail Blazers,2007,154.2,0.394085366,60.76796341,32,35,-3,3
444,BOS,Boston Celtics,2007,152.0,0.587718496,89.33321138,24,39,-15,15
445,TOR,Toronto Raptors,2007,149.9,0.50245935,75.3186565,47,37,10,10
446,NJN,New Jersey Nets,2007,142.3,0.789786585,112.3866311,41,42,-1,1
447,SEA,Seattle SuperSonics,2007,133.5,0.663180894,88.53464939,31,39,-8,8
448,MIN,Minnesota Timberwolves,2007,123.4,0.604344512,74.5761128,32,37,-5,5
449,DEN,Denver Nuggets,2007,114.2,0.469456301,53.61190955,45,34,11,11
450,TOR,Toronto Raptors,2008,207.5,0.832652439,172.7753811,41,51,-10,10
451,MEM,Memphis Grizzlies,2008,207.1,0.429105691,88.86778862,22,39,-17,17
452,SAS,San Antonio Spurs,2008,203.3,0.869227642,176.7139797,56,51,5,5
453,DET,Detroit Pistons,2008,202.1,0.724603659,146.4423994,59,47,12,12
454,ATL,Atlanta Hawks,2008,200.4,0.657347561,131.7324512,37,45,-8,8
455,ORL,Orlando Magic,2008,199.0,0.646382114,128.6300407,52,45,7,7
456,BOS,Boston Celtics,2008,198.2,0.391168699,77.52963618,66,37,29,29
457,MIA,Miami Heat,2008,197.4,0.495746951,97.86044817,15,40,-25,25
458,WAS,Washington Wizards,2008,196.0,0.806534553,158.0807724,43,49,-6,6
459,LAL,Los Angeles Lakers,2008,191.8,0.671316057,128.7584197,57,45,12,12
460,DAL,Dallas Mavericks,2008,190.8,0.667123984,127.2872561,51,44,7,7
461,PHO,Phoenix Suns,2008,184.9,0.674065041,124.634626,55,44,11,11
462,NYK,New York Knicks,2008,182.6,0.852652439,155.6943354,23,48,-25,25
463,SEA,Seattle SuperSonics,2008,182.3,0.719054878,131.0837043,20,45,-25,25
464,CHI,Chicago Bulls,2008,178.7,0.710909553,127.0395371,33,44,-11,11
465,CLE,Cleveland Cavaliers,2008,178.1,0.655528455,116.7496179,45,43,2,2
466,HOU,Houston Rockets,2008,175.4,0.792566057,139.0160864,55,46,9,9
467,POR,Portland Trail Blazers,2008,172.9,0.573069106,99.08364837,41,40,1,1
468,UTA,Utah Jazz,2008,163.2,0.794126016,129.6013659,54,45,9,9
469,MIN,Minnesota Timberwolves,2008,162.8,0.304400407,49.55638618,22,33,-11,11
470,PHI,Philadelphia 76ers,2008,156.2,0.527977642,82.47010772,40,38,2,2
471,GSW,Golden State Warriors,2008,154.7,0.598724593,92.62269461,48,39,9,9
472,SAC,Sacramento Kings,2008,149.5,0.740025407,110.6337983,38,42,-4,4
473,MIL,Milwaukee Bucks,2008,146.5,0.58120935,85.14716972,26,38,-12,12
474,DEN,Denver Nuggets,2008,144.1,0.632743902,91.17839634,50,39,11,11
475,LAC,Los Angeles Clippers,2008,141.8,0.746285569,105.8232937,23,41,-18,18
476,IND,Indiana Pacers,2008,131.2,0.547662602,71.85333333,36,36,0,0
477,NJN,New Jersey Nets,2008,123.7,0.480050813,59.38228557,34,35,-1,1
478,SAS,San Antonio Spurs,2009,219.5,0.856732724,188.0528328,54,53,1,1
479,GSW,Golden State Warriors,2009,217.4,0.544588415,118.3935213,29,43,-14,14
480,HOU,Houston Rockets,2009,212.6,0.656824187,139.6408222,53,46,7,7
481,NYK,New York Knicks,2009,209.4000000000001,0.489364837,102.472997,32,41,-9,9
482,TOR,Toronto Raptors,2009,204.9,0.619507114,126.9370076,33,44,-11,11
483,IND,Indiana Pacers,2009,198.3,0.653109756,129.5116646,36,45,-9,9
484,LAC,Los Angeles Clippers,2009,191.5,0.362611789,69.44015752,19,36,-17,17
485,BOS,Boston Celtics,2009,190.4,0.876128049,166.8147805,62,50,12,12
486,MIA,Miami Heat,2009,185.8,0.491686992,91.35544309,43,39,4,4
487,MIL,Milwaukee Bucks,2009,181.0,0.501270325,90.72992886,34,39,-5,5
488,DET,Detroit Pistons,2009,180.7,0.728780488,131.6906341,39,45,-6,6
489,ORL,Orlando Magic,2009,175.7,0.582876016,102.4113161,59,41,18,18
490,NOH,New Orleans Hornets,2009,173.0,0.848424797,146.7774898,49,47,2,2
491,WAS,Washington Wizards,2009,172.7,0.812322154,140.2880361,19,46,-27,27
492,PHI,Philadelphia 76ers,2009,172.6,0.825436992,142.4704248,41,47,-6,6
493,LAL,Los Angeles Lakers,2009,171.4,0.728841463,124.9234268,65,44,21,21
494,POR,Portland Trail Blazers,2009,171.0,0.811417683,138.7524238,54,46,8,8
495,DEN,Denver Nuggets,2009,170.6,0.533318089,90.98406606,54,39,15,15
496,UTA,Utah Jazz,2009,170.3,0.901890244,153.5919085,48,48,0,0
497,PHO,Phoenix Suns,2009,156.5,0.515365854,80.6547561,46,38,8,8
498,SAC,Sacramento Kings,2009,150.5,0.386102642,58.10844766,17,35,-18,18
499,MIN,Minnesota Timberwolves,2009,147.4,0.612154472,90.23156911,24,39,-15,15
500,CHI,Chicago Bulls,2009,140.7,0.521864837,73.42638262,41,37,4,4
501,DAL,Dallas Mavericks,2009,135.6,0.717469512,97.28886585,50,40,10,10
502,MEM,Memphis Grizzlies,2009,135.1,0.39640752,53.554656,24,34,-10,10
503,ATL,Atlanta Hawks,2009,128.5,0.698658537,89.77762195,47,39,8,8
504,CLE,Cleveland Cavaliers,2009,121.1,0.483775407,58.58520173,66,35,31,31
505,NJN,New Jersey Nets,2009,105.5,0.305127033,32.19090193,34,31,3,3
506,SAS,San Antonio Spurs,2010,253.6,0.610137195,154.7307927,50,48,2,2
507,OKC,Oklahoma City Thunder,2010,233.0,0.64476626,150.2305386,50,48,2,2
508,GSW,Golden State Warriors,2010,206.3999999999999,0.657566057,135.7216341,26,46,-20,20
509,UTA,Utah Jazz,2010,202.8,0.771448171,156.449689,53,48,5,5
510,BOS,Boston Celtics,2010,200.7,0.792698171,159.0945229,50,49,1,1
511,IND,Indiana Pacers,2010,195.7,0.639009146,125.0540899,32,44,-12,12
512,POR,Portland Trail Blazers,2010,186.5,0.674918699,125.8723374,50,44,6,6
513,HOU,Houston Rockets,2010,186.1,0.37488313,69.76575051,42,36,6,6
514,WAS,Washington Wizards,2010,183.8,0.241046748,44.30439228,26,33,-7,7
515,MIL,Milwaukee Bucks,2010,182.3,0.467311992,85.19097612,46,38,8,8
516,PHI,Philadelphia 76ers,2010,179.8,0.702184959,126.2528557,27,44,-17,17
517,ATL,Atlanta Hawks,2010,178.3,0.832520325,148.438374,53,47,6,6
518,CLE,Cleveland Cavaliers,2010,178.1,0.743643293,132.4428704,61,45,16,16
519,DAL,Dallas Mavericks,2010,176.1,0.603394309,106.2577378,55,41,14,14
520,NJN,New Jersey Nets,2010,171.1,0.766636179,131.1714502,12,45,-33,33
521,LAL,Los Angeles Lakers,2010,169.8,0.848328252,144.0461372,57,47,10,10
522,NOH,New Orleans Hornets,2010,166.7,0.626732724,104.476345,37,41,-4,4
523,LAC,Los Angeles Clippers,2010,161.9,0.477860772,77.36565904,29,37,-8,8
524,DET,Detroit Pistons,2010,161.5,0.562489837,90.84210874,27,39,-12,12
525,MEM,Memphis Grizzlies,2010,158.8,0.644095528,102.2823699,40,41,-1,1
526,PHO,Phoenix Suns,2010,157.0,0.557296748,87.49558943,54,39,15,15
527,MIN,Minnesota Timberwolves,2010,153.6,0.392093496,60.22556098,15,35,-20,20
528,ORL,Orlando Magic,2010,151.8,0.594832317,90.29554573,59,39,20,20
529,MIA,Miami Heat,2010,144.3,0.781575203,112.7813018,47,42,5,5
530,DEN,Denver Nuggets,2010,132.2,0.669247967,88.4745813,53,39,14,14
531,NYK,New York Knicks,2010,123.5,0.452057927,55.82915396,29,34,-5,5
532,CHI,Chicago Bulls,2010,113.4,0.416986789,47.28630183,41,33,8,8
533,TOR,Toronto Raptors,2010,107.7,0.391646341,42.18031098,40,32,8,8
534,SAC,Sacramento Kings,2010,98.89999999999999,0.487550813,48.21877541,25,33,-8,8
535,OKC,Oklahoma City Thunder,2011,210.3,0.664283537,139.6988277,55,46,9,9
536,TOR,Toronto Raptors,2011,202.5,0.490416667,99.309375,22,40,-18,18
537,SAS,San Antonio Spurs,2011,202.2,0.782210366,158.162936,61,49,12,12
538,MEM,Memphis Grizzlies,2011,198.2,0.833470528,165.1938587,46,50,-4,4
539,POR,Portland Trail Blazers,2011,197.4,0.520223577,102.6921341,48,41,7,7
540,GSW,Golden State Warriors,2011,196.3,0.360279472,70.72286026,36,36,0,0
541,UTA,Utah Jazz,2011,188.0,0.448064024,84.23603659,39,38,1,1
542,CLE,Cleveland Cavaliers,2011,186.3,0.404502033,75.35872866,19,37,-18,18
543,IND,Indiana Pacers,2011,186.2,0.721463415,134.3364878,37,45,-8,8
544,ORL,Orlando Magic,2011,184.9,0.41015752,75.83812551,52,37,15,15
545,ATL,Atlanta Hawks,2011,184.6,0.785071138,144.9241321,44,47,-3,3
546,PHO,Phoenix Suns,2011,183.0,0.520868902,95.31900915,40,40,0,0
547,DET,Detroit Pistons,2011,182.5,0.825660569,150.6830539,30,48,-18,18
548,DEN,Denver Nuggets,2011,176.9,0.612820122,108.4078796,50,42,8,8
549,LAL,Los Angeles Lakers,2011,173.8,0.843465447,146.5942947,57,47,10,10
550,BOS,Boston Celtics,2011,165.8,0.616377033,102.195312,56,41,15,15
551,WAS,Washington Wizards,2011,164.7,0.236112805,38.88777896,23,32,-9,9
552,SAC,Sacramento Kings,2011,159.3,0.591875,94.2856875,24,40,-16,16
553,MIA,Miami Heat,2011,159.2,0.455574187,72.52741057,58,37,21,21
554,MIN,Minnesota Timberwolves,2011,157.2,0.276427846,43.45445732,17,32,-15,15
555,MIL,Milwaukee Bucks,2011,157.0,0.58117378,91.24428354,35,39,-4,4
556,PHI,Philadelphia 76ers,2011,156.9,0.675848577,106.0406418,41,41,0,0
557,NJN,New Jersey Nets,2011,156.3,0.15375,24.031125,24,30,-6,6
558,NOH,New Orleans Hornets,2011,155.8,0.357123984,55.63991667,46,34,12,12
559,DAL,Dallas Mavericks,2011,138.8,0.665035569,92.30693699,57,39,18,18
560,HOU,Houston Rockets,2011,122.4,0.385376016,47.17002439,43,33,10,10
561,LAC,Los Angeles Clippers,2011,121.1,0.365995935,44.32210772,32,33,-1,1
562,CHI,Chicago Bulls,2011,117.3,0.490630081,57.55090854,62,34,28,28
563,NYK,New York Knicks,2011,116.7,0.055203252,6.442219512,42,27,15,15
593,SAS,San Antonio Spurs,2013,248.1,0.658343496,163.3350213,58,49,9,9
594,NOH,New Orleans Hornets,2013,240.1,0.296204268,71.11864482,27,36,-9,9
595,NYK,New York Knicks,2013,217.3,0.465813008,101.2211667,54,41,13,13
596,CHI,Chicago Bulls,2013,215.1,0.424776423,91.36940854,45,39,6,6
597,DEN,Denver Nuggets,2013,214.9,0.494502033,106.2684868,57,41,16,16
598,IND,Indiana Pacers,2013,210.8,0.566554878,119.4297683,49,43,6,6
599,OKC,Oklahoma City Thunder,2013,201.4,0.56574187,113.9404126,60,42,18,18
600,ATL,Atlanta Hawks,2013,201.1,0.377977642,76.01130386,44,37,7,7
601,MIN,Minnesota Timberwolves,2013,198.1,0.470320122,93.17041616,31,40,-9,9
602,GSW,Golden State Warriors,2013,194.1,0.351519309,68.22989787,47,36,11,11
603,LAC,Los Angeles Clippers,2013,190.4,0.473145325,90.08686992,56,39,17,17
604,DAL,Dallas Mavericks,2013,189.0,0.393704268,74.41010671,41,37,4,4
605,UTA,Utah Jazz,2013,185.6,0.565696138,104.9932033,43,41,2,2
606,MIL,Milwaukee Bucks,2013,185.0,0.434695122,80.41859756,38,38,0,0
607,PHO,Phoenix Suns,2013,184.7,0.343511179,63.44651474,25,35,-10,10
608,TOR,Toronto Raptors,2013,184.1,0.362042683,66.65205793,34,36,-2,2
609,BOS,Boston Celtics,2013,183.5,0.488678862,89.67257114,41,39,2,2
610,DET,Detroit Pistons,2013,179.8,0.48191565,86.64843394,29,39,-10,10
611,PHI,Philadelphia 76ers,2013,178.4,0.366626016,65.4060813,34,36,-2,2
612,SAC,Sacramento Kings,2013,176.9,0.671656504,118.8160356,28,43,-15,15
613,HOU,Houston Rockets,2013,175.5,0.095050813,16.68141768,45,29,16,16
614,MIA,Miami Heat,2013,173.1,0.766946138,132.7583765,66,45,21,21
615,WAS,Washington Wizards,2013,171.4,0.392474593,67.27014533,29,36,-7,7
616,MEM,Memphis Grizzlies,2013,170.3,0.409212398,69.68887144,56,36,20,20
617,ORL,Orlando Magic,2013,168.4,0.243155488,40.94738415,20,32,-12,12
618,CLE,Cleveland Cavaliers,2013,164.2,0.440635163,72.3522937,24,37,-13,13
619,POR,Portland Trail Blazers,2013,150.2,0.360675813,54.17350711,33,34,-1,1
620,LAL,Los Angeles Lakers,2013,146.5,0.437276423,64.06099593,45,35,10,10
621,DEN,Denver Nuggets,2014,229.1,0.427652439,97.97517378,36,40,-4,4
622,DAL,Dallas Mavericks,2014,221.7,0.442860772,98.18223323,49,40,9,9
623,NYK,New York Knicks,2014,221.5,0.660853659,146.3790854,37,47,-10,10
624,SAS,San Antonio Spurs,2014,220.9,0.785426829,173.5007866,62,51,11,11
625,MIN,Minnesota Timberwolves,2014,214.7,0.525177846,112.7556834,40,42,-2,2
626,MIA,Miami Heat,2014,211.0,0.928572154,195.9287246,54,54,0,0
627,LAC,Los Angeles Clippers,2014,195.7,0.664827236,130.10669,57,45,12,12
628,BRK,Brooklyn Nets,2014,195.6,0.508526423,99.46776829,44,40,4,4
629,OKC,Oklahoma City Thunder,2014,190.4,0.834740854,158.9346585,59,49,10,10
630,UTA,Utah Jazz,2014,190.3,0.471122967,89.65470071,25,39,-14,14
631,ATL,Atlanta Hawks,2014,184.3,0.51015752,94.022031,38,40,-2,2
632,IND,Indiana Pacers,2014,182.8,0.706072154,129.0699898,56,45,11,11
633,BOS,Boston Celtics,2014,176.9,0.418424797,74.01934654,25,37,-12,12
634,DET,Detroit Pistons,2014,175.3,0.589674797,103.3699919,29,41,-12,12
635,PHI,Philadelphia 76ers,2014,170.1,0.161082317,27.40010213,19,30,-11,11
636,LAL,Los Angeles Lakers,2014,169.6,0.437662602,74.22757724,27,37,-10,10
637,GSW,Golden State Warriors,2014,169.0,0.646626016,109.2797967,51,42,9,9
638,WAS,Washington Wizards,2014,165.6,0.679329268,112.4969268,44,42,2,2
639,PHO,Phoenix Suns,2014,162.0,0.321549797,52.09106707,48,34,14,14
640,TOR,Toronto Raptors,2014,161.5,0.564623984,91.18677337,48,39,9,9
641,MIL,Milwaukee Bucks,2014,161.0,0.309613821,49.8478252,15,33,-18,18
642,CLE,Cleveland Cavaliers,2014,160.2,0.671265244,107.5366921,33,42,-9,9
643,POR,Portland Trail Blazers,2014,155.7,0.739715447,115.1736951,54,43,11,11
644,CHI,Chicago Bulls,2014,152.2,0.559837398,85.20725203,48,38,10,10
645,SAC,Sacramento Kings,2014,147.3,0.363058943,53.47858232,28,34,-6,6
646,HOU,Houston Rockets,2014,142.1,0.685228659,97.37099238,54,40,14,14
647,MEM,Memphis Grizzlies,2014,136.5,0.585416667,79.909375,50,38,12,12
648,ORL,Orlando Magic,2014,136.4,0.629273374,85.83288821,23,38,-15,15
649,MIA,Miami Heat,2015,336.2,0.475635163,159.9085417,37,49,-12,12
650,NOP,New Orleans Pelicans,2015,229.1,0.569776423,130.5357785,45,45,0,0
651,DAL,Dallas Mavericks,2015,216.4,0.336626016,72.84586992,50,37,13,13
652,LAL,Los Angeles Lakers,2015,212.8,0.459273374,97.73337398,21,40,-19,19
653,HOU,Houston Rockets,2015,210.1,0.560599593,117.7819746,56,43,13,13
654,MIL,Milwaukee Bucks,2015,209.8,0.55613313,116.6767307,41,43,-2,2
655,SAS,San Antonio Spurs,2015,208.6,0.97273374,202.9122581,55,55,0,0
656,LAC,Los Angeles Clippers,2015,204.7,0.665934959,136.3168862,56,46,10,10
657,NYK,New York Knicks,2015,203.4,0.327134146,66.53908537,17,36,-19,19
658,BRK,Brooklyn Nets,2015,202.7,0.531829268,107.8017927,38,42,-4,4
659,ATL,Atlanta Hawks,2015,202.0,0.866712398,175.0759045,60,51,9,9
660,PHO,Phoenix Suns,2015,201.9,0.563292683,113.7287927,39,42,-3,3
661,MIN,Minnesota Timberwolves,2015,198.9,0.487611789,96.98598476,16,40,-24,24
662,DET,Detroit Pistons,2015,196.6,0.488714431,96.08125711,32,40,-8,8
663,POR,Portland Trail Blazers,2015,189.2,0.843236789,159.5404004,51,49,2,2
664,MEM,Memphis Grizzlies,2015,188.6,0.587362805,110.776625,55,42,13,13
665,WAS,Washington Wizards,2015,180.1,0.7075,127.42075,46,44,2,2
666,UTA,Utah Jazz,2015,179.3,0.56402439,101.1295732,38,41,-3,3
667,OKC,Oklahoma City Thunder,2015,165.7,0.632433943,104.7943044,45,41,4,4
668,DEN,Denver Nuggets,2015,163.7,0.601087398,98.39800711,30,40,-10,10
669,IND,Indiana Pacers,2015,161.7,0.758785569,122.6956265,38,44,-6,6
670,CHA,Charlotte Hornets,2015,161.6,0,0,33,26,7,7
671,BOS,Boston Celtics,2015,160.6,0.513582317,82.48132012,40,38,2,2
672,GSW,Golden State Warriors,2015,159.9,0.858252033,137.2345,67,46,21,21
673,ORL,Orlando Magic,2015,157.1,0.53140752,83.48412144,25,38,-13,13
674,CLE,Cleveland Cavaliers,2015,143.2,0.414903455,59.4141748,53,35,18,18
675,TOR,Toronto Raptors,2015,129.7,0.703368902,91.22694665,49,39,10,10
676,CHI,Chicago Bulls,2015,116.8,0.740513211,86.49194309,50,39,11,11
677,PHI,Philadelphia 76ers,2015,97.0,0.178058943,17.27171748,18,29,-11,11
678,SAC,Sacramento Kings,2015,91.3,0.387525407,35.38106961,29,31,-2,2
679,SAC,Sacramento Kings,2016,268.2,0.511895325,137.2903262,33,46,-13,13
680,GSW,Golden State Warriors,2016,231.9,0.919979675,213.3432866,73,57,16,16
681,SAS,San Antonio Spurs,2016,224.8,0.720894309,162.0570407,67,49,18,18
682,ATL,Atlanta Hawks,2016,213.0,0.75175813,160.1244817,48,49,-1,1
683,IND,Indiana Pacers,2016,212.2,0.496895325,105.441188,45,41,4,4
684,LAC,Los Angeles Clippers,2016,211.8,0.62226626,131.7959939,53,45,8,8
685,MEM,Memphis Grizzlies,2016,211.4,0.51886687,109.6884563,42,42,0,0
686,MIN,Minnesota Timberwolves,2016,209.7,0.479420732,100.5345274,29,41,-12,12
687,LAL,Los Angeles Lakers,2016,194.8,0.30796748,59.99206504,17,35,-18,18
688,TOR,Toronto Raptors,2016,194.6,0.62370935,121.3738394,56,44,12,12
689,MIA,Miami Heat,2016,190.9,0.456310976,87.10976524,48,39,9,9
690,NOP,New Orleans Pelicans,2016,190.1,0.80035061,152.1466509,30,48,-18,18
691,UTA,Utah Jazz,2016,188.5,0.785914634,148.1449085,40,47,-7,7
692,POR,Portland Trail Blazers,2016,187.1,0.347042683,64.93168598,44,36,8,8
693,BRK,Brooklyn Nets,2016,183.8,0.382794715,70.3576687,21,36,-15,15
694,DAL,Dallas Mavericks,2016,183.7,0.430569106,79.09554472,42,38,4,4
695,CHO,Charlotte Hornets,2016,182.9,0.46863313,85.71299949,48,38,10,10
696,ORL,Orlando Magic,2016,182.4,0.589202236,107.4704878,35,42,-7,7
697,CHI,Chicago Bulls,2016,179.4,0.922454268,165.4882957,42,50,-8,8
698,MIL,Milwaukee Bucks,2016,173.6,0.541976626,94.08714228,33,40,-7,7
699,OKC,Oklahoma City Thunder,2016,172.3,0.598953252,103.1996453,55,41,14,14
700,WAS,Washington Wizards,2016,170.1,0.62488313,106.2926204,41,41,0,0
701,CLE,Cleveland Cavaliers,2016,163.7,0.63492378,103.9370229,57,41,16,16
702,NYK,New York Knicks,2016,155.4,0.243993902,37.91665244,32,32,0,0
703,HOU,Houston Rockets,2016,153.4,0.686498984,105.3089441,41,41,0,0
704,DEN,Denver Nuggets,2016,147.7,0.334944106,49.47124441,33,33,0,0
705,DET,Detroit Pistons,2016,136.4,0.376539634,51.3600061,44,34,10,10
706,BOS,Boston Celtics,2016,130.8,0.586707317,76.74131707,48,37,11,11
707,PHI,Philadelphia 76ers,2016,119.1,0.422256098,50.29070122,10,33,-23,23
